,Doctor Name,Specialty,Overall Rating,No. of Reviews,Reviews,Review Rating
102,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"I have been a patient of Dr. Baldassari for over five years now and initialli, i too, was put off by the reception/ front end staff. Must admit that they have improved greatly over the past year and a half.  The Doctor herself I have found to be knowledgeable and all too willing to listen & advise. Never have i felt rushed in the examining room, nor felt to be treated in a condescending manner. Even though i have moved further from the office, i still will continue to have her as my primary MD.",3.75
103,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"I also went to Dr. Baldassari for years and endured the long waits, the indifferent and ever-changing staff and caustic and condescending attitude of the doctor herself.  Forget about thorough exams here.  Expect to be pushed off to a specialist for anything but the most minor complaints.  When I requested my medical records be sent to my new physician, nobody even asked why.",1.00
104,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"Dr. Baldassari is a good listener and does not rush through your visit. She addresses any problems and is helpful in finding a specialist if needed. When I have called for emergency visits, I have been able to see the doctor the same, or the next day without a problem.",4.50
105,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"I went to Dr. Baldassari for years.  Her office staff has always been rude but I overlooked it as I liked her until I got very sick.  She didn't even seem to know what was wrong with me.  If fact, it was my eye doctor who I ended up going to, who knew exactly what I had.  She seemed more concerned about going on her vacation at the time than my care.  I have since found another Doctor and have not regreted switching for one second.  In fact she probably doesn't even know I haven't been back.",1.50
106,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,Service is not a priority here at all. I will let all other post speak for me. Left her service and will NEVER go back. ABSOLUTE WORST!!,1.00
107,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"I too was a patient of Dr Baldassari. She is without a doubt the most abrasive and lack of caring physician I have ever been to. You feel as if you are paying her to make you sicker. Her staff is rude and crude and I feel that she must know that this is going on and does not care one bit. That says a lot for her. She also goes through PA's and NP's like most go through underweat.If you want to continue being sick, she is all you need. Glad that I switched!",1.00
108,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,I changed from her service years ago.  Her staff is rude and you feel as though you are bothering them to come in .  The doctor is very harsh and also makes you feel worse than when you went in.  She would do much better if she got rid of her staff.,1.75
109,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"Dr. Baldassari needs to cut back on the number of patients she has. Her practice has become to big. On the rare ocassion I need an apointment the same day - I am always seen but made to feel that ""this is not your day to be a patient."". In fact, two different times a staffer has said ""We're really to busy for this today."" The last time, the doctor herself said it to me! I will be changing doctors.",3.50
110,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"Despite believing her to be abrasive, I have been confident with Dr. Baldassari as my primary care physician.  However, after my wife saw her for the first time my attitude changed. Her family history was demoralized and she was spoken to with complete disregard for the fact that she was a human-being.  Also, the entire staff is notorious for making you feel as though you're an utter inconvenience... and my wife's experience has more than confirmed this notion.",2.25
111,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,Dr. Baldassari is very thorough (with hearing testing and ekg)and I have also found that she is very easy to talk to and very direct. Dr. Baldassari explains things in a way I understand and always tell me what is being done.,4.25
112,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"This office seems to suffer from a bad case of ""indifference"" or apathy to their obvious mission. The wait times are awful; the staff seems harried and stressed. In my experience I have seen numerous staff changes, and I finally decided to shop elsewhere. I witnessed Med Sales persons arrive and get in to see Doctor immediately, while I wait another 45 minutes to get to wait another 15 in an exam room. All toll the average 15 minutes appointment requires an hour wait time pass the scheduled appointment time. The entire office seems cold and aloof, and not interested in my thoughts about my treatments. A few times a long standing appointment would be changed with a few days notice. Getting her on the phone to straighten out an RX problem took 2 days.",2.00
113,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,This lady and her staff especially are not very helpful. They blow you off and don't seem to care about your problems. The wait is at least an hour in the waiting room alone. The office staff is not the greatest and everytime I've called they always make me call back in an hour or more.,3.00
114,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"Excellent physician. Kind, caring, generous with his time and treats everyone as an individual. All doctors should be like him!",5.00
115,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"Dr. Rados is very informed of my conditions and does not have to go back through the file whenever i see him. He give deep thought into my treatments. I have never had a problem with him personally, but I do wish he would go into his own practice because the clinic wait is sometimes 2 hours.",3.25
116,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"Dr. Rados is one of the nicest Dr's I have ever had.  He takes his time with everyone, which is why I gave him a ""4"" instead of a ""5"" for ""punctuality"" He does not rush you, he asks questions, and he answers questions, and he had always made it a point to try and see me if I am there, even as a walk-in.  His staff is courteous and pleasant and always willing to work with you, and answer questions.",4.75
117,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"This doctor has terrible bedside manner. If you want somebody rude, go to him.",1.75
118,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,Dr Trock attentive very knowledgeable completely  satisfied for over ten years.,5.00
119,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"I am very happy with Dr. Trock. He is a quiet and reserved personality, but very knowledgeable. If he does not know, he will try his best to find out. I have found him to be more open minded and accepting to alternative medicine to complement his treatments. I have been with him for over 15 years now and do not plan to leave. I would recommend him to all.",3.75
120,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,One of the most unprofessional doctors I have ever encountered.  Arrogant and rude.  I am leaving the practice and one of the reasons is this man.  He should find another profession,1.00
121,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,I m VERY unhappy with this doctor. He has not cared about my family or myself at all. He doesn't seem as if he listens to your concerns. I am looking for a new doctor ASAP. I would NOT recommend him at all.,2.50
122,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"This doctor is way too relaxed and somewhat unprofessional and actually acts bored as he sits at his desk and listens (at least I think he was listening) to you talk.  Doesn't register any emotion and seems way to ""chill"" so I don't feel like I can trust what he says.  Maybe at a coffee shop his behavior would be seen as cool, but as a doctor I have doubts.  I am now on this site looking for a new doc but wanted to warn others!!",2.75
123,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"We were not happy with Dr. Trock.  Seemed indifferent to our concerns, just went through the motions of a doctor visit.  Little to no eye contact or personable demeanor.  Also very closed minded when asked about other treatment possibilities.  Also long waits in waiting room past appointment time. We've left this practice.  I do not recommend.",2.50
124,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,Dr. Trock is a thorough physician.  He listens and then explains what it is and what can be done.  He watches medications and changes accordingly.  He is my primary physician and I am completely satisfied.,4.75
125,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"Glad to say i've found a much better dr. Stay away from this one. Completely disregarded some of my concerns,didn't seem like he knew what he was taling about, and sat there and stared at his laptop the whole time during my visits. Rude! This dr. is the reason why i felt the need to even go on a site like this. Horrible! Two thumbs down.",2.25
126,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"Although quiet at times ,he is always available to me. Nursing and Reception Staff excellent. Nursing Supervisor Diane is always available to answer my questions she is an asset to the practice.Good to know that he has excellent staff.",4.50
127,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,Although not talkitive Dr. Trock was knowledgeable about my condition and answered my questions.,3.75
128,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,By far the worst Dr. I have ever had the misfortune of having care for me. He and his gang of arrogant Dr's from his group should not be in this business,1.00
129,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"Extremely unprofessional, inconsiderate, and inefficient.  Disregarded questions. Used phone during a 5 min. visit. incited argument over patients question, stormed out of the room with his last words. Slammed door.  Degrading, and disgusting treatment.",2.00
130,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"The receptionist are not very friendly or knowledgeable but Dr Trock, his PAs & his nurses are very good.  I have referred many friends/family to his practice.",4.00
131,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"Dr. Trock is very consiece, knowledeable, informative & gentle. I'm very satisfyed with his service.",4.75
132,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"Thorough, helpful, open to patient input.  Concerned about your health.",4.75
133,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,Doctor is very good does not push drugs. Will send you to a specialist when necessary. very good beside manor,4.75
134,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"This doctor was right on the money with a diagnosis.She visited me every single day in the hospital, including weekends.Very caring and gets to know you.",4.75
135,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"I waited 50 minutes in the exam room and she didn't even apologize for the wait.This dr is blood test happy.Also, hesitates to give me antibiotics for a condition I have and I need them.I am seeking another doctor.",2.25
136,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,,2.00
137,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"Staff - when calling to make an appt. they have always been rude to me. ""Id like to make an appt to see Dr. Mendonza"" ""Well, whats wrong with you?"". Twice they have told me an appointment time, ie, 12:30, when the doctor has thought my appt. was at 12:00 or 11:30... twice. NOT MY MISTAKE. Then I was scolded by the doctor... (?? I felt like I was in HS and being scolded for being late to class?? rude and inappropriate?)  So yes, shes punctual. And very into punctuality.. .. When discussing concerns she constantly nods her head and says ""mmhmm,"" or ""ok, ok, ok,"" and I just feel HURRIED.... I wonder if she can hear 50% of what im saying over all of her rude ""mmhmm""ing, which just makes me feel like shes not listening",3.00
138,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"Very kind and compassionate.  Very knowledgeable, and willing to think outside the box.  Never rushes you out the door.  Recommend highly.",4.25
139,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"Doctor has a great bedside manner, she takes all the time necessary to answer questions, never rushes you out the door, will perform routine procedures a nurse can do to keep in touch with patient and procedures. In a rare instance when follow up or research was required, she called me at home in the evening to deliver results and or information. Gives you copies of blood work, test results etc. explains the results and anything out of normal ranges that may require follow up. She consults her records and asks questions about previous visit issues. She is insightful and offers advise on preventative measures to avoid future potential health problems. She has a great attitude and is a refreshing addition to the medical profession.",4.50
140,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"This MD wanted to medicate me for diabetes because I am high risk for developing it later in life. She wanted to use this med as ""preventative care"" and I would be required to be on it every day for the rest of my life...for a condition I DONT have. My insulin levels were well within the normal range.",2.50
141,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"Dr Bonnie is a doctor that really cares about you.I am treated as a person, not a number.I am always given the best, most thorough care and Dr Bonnie takes her time with me",4.75
142,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"Very caring. You may have to wait, but she spends a lot of time with you.  She also has a great nurse practitioner.",4.25
143,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"I had gone to Dr. Meaney Elman for several years. Previous visits were fine, having few health issues. However, my last visit was a determining factor in my decision never to return.  I had waited over 2 mos to see her so that I could discuss a problem. I was fine with the wait, I am a patient person. However, I was hopeful that she would listen, be supportive. and possibly refer me to a specialist who may be able to  help.  My appointment was the last of the day and it was very obvious that Dr. Meaney was stressed and wanted to get out of there. She would not let me finish a sentence . As I tried to discuss the problem, she kept stating that she doesn't treat it. I kept trying to tell her that I realize she wouldn't treat it but I was hoping for some advice on who may be able to help me.  She did not hear me out and her response was very inappropriate. She used the analogy that it would be like her coming to me (I am not an MD) and asking me to treat her _______. (I will leave that blank as I don't want any rumors started that she has a medical condition, I believe she was just using it as an example)  The analogy, however,  was very off.  A friend of mine went to her for something she contracted at work and her response was the same ""I don't treat that"".  I was under the assumption that you could discuss any  health care issue with your primary.   I have since found another primary and he had no problem with me discussing the problem that I had tried to discuss with Dr. Meaney.  He was professional and I feel fortunate that he was accepting new patients.  I agree with the last writer.  Dr. Meaney acts very unprofessional when she is feeling stressed.  I advise anyone who goes to her or is considering going to her, make sure that you are not her last appointment of the day.  You may perhaps get a better result if you catch her earlier in the day. ",2.25
144,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"I went to Dr. Elman for about 5 years after she gave my mom excellent care.  She is a nice doctor, fairly thorough & knowledgeable, but very unprofessional (telling me how stressed she is, etc.), unheard of wait times to see her (1-2 hours+) and her staff is the worst - rude and totally unprofessional.  After i told Dr. Elman my feelings she said her staff would be shocked to hear this.  Maybe she better have patient surveys completed and she would realize what is going on in her office.  Needless to say i left & now receive very professional care elsewhere.",2.25
145,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"Some wait occasionally but VERY worth the wait. She is very personable, helpful, knowledgeable, does not leave a stone unturned.  She is the most caring doctor I have ever experienced, simply the best",4.75
146,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"I have never been taken at or remotely near an appointment time.  Each time I go I wait 1 1/2 hours +.  If she was fabulous when you saw her that would be one thing, but she only spends time with friends and family.",2.25
147,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"I love Dr. Elman but after 4 years my blood pressure is still off the charts.  Patient files are a mess.  I had to wait 20 min. for them to find test results from 3 months ago.  They hadn't even been filed.  It is not unheard of to wait over 2 hours for her and then you get her only if you're lucky.  Her PA is very nice but I didn't come to her to see a PA.  I guess I'm tired of ""nice"" and am moving on.",2.00
148,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"This dr. offered nothing and was negative and punitive when my dad asked for additional bloodwork to help sort out a medical problem. After waiting 2 hours to see her, that was the last straw.",2.25
149,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,Nora is by far the finest Doctor I have ever been to.  She treats both the body and the mind. I would never change Doctors. She is worth waiting for!!!,4.50
150,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,EXCELLENT CARE,4.75
151,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,I finally had to leave the practice when my wait to see the doctor was THREE hours.,2.25
152,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"The best and most thorough doctor I ever had!  When he temporarily moved out of the area, I went on the internet to look for him.",5.00
153,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"My Mother was a patient of Dr. Owen's for a few years.  We found him to be aloof, too involved with his computer to actually listen to what we had to say. He sat and typed on his computer almost the whole time we were there rather than examining my Mom and talking to her.",3.75
154,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"I think it is interesting that the helpful comments have never had an issue they needed to discuss with her. I have been with her for about 5 years and when I was healthy, I always found her to be very friendly. When I came to her with a stomach issue, she was very unhelpful and prefers to refer out to anyone else. I also told her that I was starting to take on a few natural approaches to my health and she could not have rolled her eyes further back in her head. She was unable to contain her distain and instead of working with me, continued to  give me reasons why it wouldn't work. Although I believe that what is best is usually a mixture of modern and natural medicines, she clearly was not willing to work with other professionals. She tried to reel it in at the end of the visit, but the damage was already done when she showed her true colors.",2.75
155,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,I asked to be tested for STDs and she told me to go to my OB/GYN for that.  Why couldn't she order simple blood work?  Appears it's easier to go to a free testing clinic than deal with your PCP.,2.00
156,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"Dr. Nicole L. Symons, should not be a patient seeing physician.  I feel for her staff, for any mishap is blamed on them.  Dr. Nicole L. Symons did not listen during the appointment, she lost her temper more then once and spoke abruptly over my loved ones concerns.  Upsetting and disturbing to have been a witness to such demeaning behavior by a Doctor.  When your sick or in pain, severe pain; a bit more time is needed to express concerns, Dr. Nicole L. Symons could not afford the time and displayed little compassion for the undue stress she was putting on the patient with her awful disposition.  Furthermore, Dr. Nicole L. Simons did not inform us she was ending the appointment (due to the 15 minutes was up) and left onto another patient, again leaving her staff to explain.  I urge those who read this do not consider Dr. Nicole L. Simons for your care; and if you have a loved ones whom see her for care please do not leave them alone with Dr. Nicole L. Symons in an exam room.  BMG has a huge liability on there hands with this one...  I urge anyone DO NOT LET Dr. Nicole L. Symons PRACTICE MEDICINE WITH YOU!",1.25
157,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,I've read the comments on Dr. Symons and haven't any of the so called problems with her.  My experience with her has been nothing but good. Maybe the negative comments come from patients that think they're the doctor. ,5.00
158,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,I am very displeased with this office.  Very poor communication and no follow up.  Dr. Symons always gives me the impression she is not listening and just going through the motions.  I have no confidence in her diagnostics skills.  but I have been with the Buffalo Medical Group for over 40 years but I will be looking for a new primary doctor.  ,1.50
159,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"I agree with all the other comments.  She shows little emotion and has a poor attitude for a doctor.  Refers you to other doctors for every little thing.  I don't think she wants any responsibility at all.    Would not recommend her.  Forget if you have more than one problem, she can't deal with multiple problems.  ",2.75
160,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"I found Dr, Symon's to be very clinical, vague and difficult with which to deal. Forget about reaching her in an emergency or discussing lab results.  Not the quality usually found with Buffalo Medical Group.",1.00
161,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"Any time I have gone to see her, she will not commit to any diagnosis. She refers me to specialists, all within their circle of doctors. I scratched my eye and she referred me to an eye doctor. I had a white pimple on the inside of my throat for many weeks, it hurt but tested negative for strep so she referred me to a throat specialist. I had pink eye and was told there was nothing I can do but wait it out. 
I agree that she sits there, patiently listening, but I have to wonder if she  hears what is being said. Blank stare, emotionless. Thankfully I am relatively healthy and I have not been back. Very disappointed with their whole practice. I'm currently looking for another doctor, one that appears to have an interest in their patients.",1.50
162,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,I am leaving Symons practice because there is a lack of care for the patient and a lack of urgency! I went to her on a Wednesday at 8:15am because I had symptoms of Strep. She took a throat culture and said it might not be until Friday before I get the results. I called later in the day on Wednesday because I was feeling worse and asked if she'd consider giving me an antibiotic but she said no because she felt the chances of Strep were low. I woke up on Thursday with white spots on the back of my throat and called again giving the office this info and again was told I have to wait. Meanwhile I'm taking Advil for the pain and using salt water per her advice. Friday morning I call and no results. Symons has her assistant tell me that as soon as the results are in she will call me (basically telling me to stop calling) and I said that I didn't want to go into the weekend without some type of treatment. I decided to go to immediate care. They did a rapid strep test which came back positive for Strep and put me on an antibiotic immediately. I had it for 3 days and missed work all because Symons didn't seem to know what she was doing or even cared to make an effort.,1.25
163,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"I would have to agree that she has an attitude and poor people skills, although I would be willing to overlook that if she were a good Dr. I too tried to switch to another doctor within the group because the location is good, but I was told I was unable to. Apparently Dr. Symons did not find out that I asked because she still sees me, although I am currently trying to replace her.",2.25
164,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"I gave Dr. Symons a chance.  Have been going to her for about 6 years. She functions as a robot.  She shows no emotion and doesn't look outside the box. If at 50 you are suppose to have certain tests, that's all she orders.  You could have complaints or ask for something additional and she doesn't order it. But the best and shame on Buffalo Medical Group is that I wanted to switch to another MD in the group and they said no and the when she found out, she discharged me from her practice. Frankly I fired her first but who has ever heard of a practice that doesn't get you a patient advocate and help you find a doctor that you can work well with. I have found another PCP and won't look back at BMG.  Also, check out her credentials, she went to a sub standard medical school.",2.00
165,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,Very helpful with my dad.  Took the time to listen and actually care about every aspect of his health.,5.00
166,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,,1.25
167,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"This Dr. is rude, cold and very obviously does not want to be where she is.  She has no desire to help you out.  I have switched Doctors and would caution you to avoid seeing this Dr too.",1.25
168,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"This doctor was rude, and did not listen to me. I went in for significant pain, and unable to see my doctor, saw her instead. She had an attitude with me, as if the fact that the whole area was painful was MY FAULT. When I showed here where it hurt the most, she just shrugged at me. I have some more potent pain meds for another problem, and I'd been taking them two at a time, because the pain I was having was so significant that those meds, and over the counter ones all together, were just not helping. I had to literally beg her, crying, for help. And even then she grudgingly gave me a script for meds that were a small step above what I'd been taking before, with a comment about how few she was giving me, in a seriously nasty tone. I hope some day she is in massive pain, and a doctor just looks at her and shrugs.",3.25
169,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,Terrible....Still waiting for a call back on abnormal test results 2 months later.  The whole office is is a joke.,1.75
170,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,No knowledge of medications she prescribes.  She tried two newer medications just to se their effects.  I went to another doctor that said I had no business being on any of the medications I was on.,2.25
171,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"4 of us went to her after a referral.  We all had the same experience.  She may be a competent physician, but she makes mistakes with the lab, records, and sending urgent test results.  Then she tries to cover herself in ways that make no sense.  We all transferred to a new doctor.",3.00
172,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,criticized me for not coming to the office more--I think 2X a year for a well person is more than enough--doesn't show concern for patient--had to find another doc.,2.25
173,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,"Very helpful - saw me within 2 days as a new patient with a problem - personable, knowledgeable",5.00
174,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,Shows no concern for patient.  Does not have knowledge of medicines and their side effects.  Does not monitor side effects of medication.  Very dissatisfied.,1.00
175,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,Does not know the side effects of the medicine she prescribes.,2.50
176,Dr. Bertrand P. Roche,Family Doctor / G.P.,4.52,7,Very knowledgable. High concern for each patient.,4.50
